Date,Price,Open,High,Low,Vol.,Change %
2019-11-28,32548.13,32915.91,32915.91,32366.08,121.15K,-1.12%
2019-11-27,32915.91,33559.51,33572.38,32915.91,221.00K,-1.78%
2019-11-26,33513.54,33375.62,34937.75,32189.55,237.19K,0.41%
2019-11-25,33375.62,34846.73,34938.67,33375.62,210.41K,-4.22%
2019-11-22,34846.73,35306.45,35306.45,34479.87,72.76K,-1.30%
2019-11-21,35306.45,35306.45,35710.08,33564.11,118.67K,0.00%
2019-11-20,35306.45,36298.52,36492.52,35032.45,100.72K,-2.73%
2019-11-19,36298.52,36823.52,36914.54,35904.08,130.80K,-1.43%
2019-11-18,36823.52,36133.94,37163.71,36133.94,110.38K,2.17%
2019-11-15,36042,34480.79,37237.27,34480.79,315.97K,9.56%
2019-11-14,32896.6,32410.21,34030.27,31260.92,463.98K,1.50%
2019-11-13,32410.21,34368.62,33559.51,31536.75,167.04K,-5.70%
2019-11-12,34368.62,34800.75,34800.75,32278.73,97.68K,-0.85%
2019-11-11,34662.84,36584.47,36566.08,34662.84,62.07K,-5.25%
2019-11-08,36584.47,36786.74,36961.44,36502.64,73.62K,-0.55%
2019-11-07,36787.66,35490.33,36787.66,35627.33,88.95K,3.66%
2019-11-06,35490.33,37043.27,37043.27,34977.29,179.16K,-4.19%
2019-11-05,37044.19,38155.79,38165.9,35877.42,100.72K,-2.91%
2019-11-04,38155.79,37973.74,39249.92,37973.74,58.18K,0.51%
2019-10-30,37963.62,40354.16,40363.36,37790.77,107.14K,-5.92%
2019-10-29,40354.16,41696.54,41696.54,40131.66,152.25K,-3.45%
2019-10-28,41797.68,41558.63,42201.32,41190.85,24.77K,0.58%
2019-10-25,41558.63,41926.4,42110.29,41379.34,59.43K,-0.88%
2019-10-24,41926.4,40787.22,42212.35,40455.3,99.84K,2.79%
2019-10-23,40787.22,41696.54,41696.54,40772.51,124.76K,-2.18%
2019-10-22,41696.54,42073.51,42073.51,40365.2,162.34K,-0.93%
2019-10-21,42087.31,43028.81,42087.31,40182.23,60.76K,-2.19%
2019-10-18,43028.81,42928.59,43028.81,42000.88,26.60K,0.23%
2019-10-17,42928.59,42340.15,42937.79,42340.15,67.30K,1.39%
2019-10-16,42340.15,42386.12,42588.4,41972.38,35.94K,-0.11%
2019-10-15,42386.12,41834.46,42386.12,41763.66,107.54K,1.32%
2019-10-14,41834.46,42183.85,42183.85,41466.69,145.40K,-0.83%
2019-10-11,42183.85,42012.83,42183.85,41558.63,24.26K,0.41%
2019-10-10,42012.83,41972.38,42016.51,41549.43,26.80K,0.10%
2019-10-09,41972.38,42016.51,42012.83,41706.66,16.71K,-0.11%
2019-10-08,42016.51,42018.35,42210.51,41659.77,46.37K,0.00%
2019-10-07,42018.35,41788.49,42018.35,41604.6,48.58K,0.55%
2019-10-04,41788.49,41558.63,41987.09,41499.79,24.29K,0.55%
2019-10-03,41558.63,41835.38,41999.96,41328.77,75.62K,-0.66%
2019-10-02,41835.38,42018.35,42054.21,41835.38,23.58K,-0.44%
2019-10-01,42018.35,42222.46,42192.12,41835.38,21.77K,-0.48%
2019-09-30,42222.46,42478.99,42971.81,42020.19,71.55K,-0.60%
2019-09-27,42478.99,42661.96,43121.67,42478.07,25.78K,-0.43%
2019-09-26,42661.96,42983.76,42983.76,42387.04,93.08K,0.65%
2019-09-25,42386.12,42110.29,42477.15,41835.38,105.13K,-0.22%
2019-09-24,42478.07,41927.32,42478.07,41836.3,35.17K,1.31%
2019-09-23,41927.32,42417.38,42403.59,41659.77,109.29K,-1.16%
2019-09-17,42417.38,43029.73,43029.73,42295.1,182.28K,-1.42%
2019-09-16,43029.73,42570.01,43029.73,41706.66,57.14K,1.08%
2019-09-13,42570.01,42652.76,43028.81,41844.57,24.11K,-0.19%
2019-09-12,42652.76,42404.51,43213.62,41653.33,72.06K,0.59%
2019-09-11,42404.51,41825.27,43080.3,40455.3,72.58K,1.38%
2019-09-10,41825.27,41832.62,41825.27,40915.02,64.75K,-0.02%
2019-09-09,41832.62,40869.05,41833.54,40869.05,27.25K,2.36%
2019-09-06,40869.05,41145.8,41145.8,40664.02,20.47K,-0.67%
2019-09-05,41145.8,40915.02,41236.83,40459.9,66.57K,0.84%
2019-09-04,40804.69,40732.05,41355.43,40455.3,36.31K,0.18%
2019-09-03,40732.05,41589.89,41585.29,40732.05,78.98K,-2.06%
2019-09-02,41589.89,41834.46,41630.35,40863.53,11.83K,-0.58%
2019-08-30,41834.46,40087.53,41834.46,40111.43,71.65K,4.36%
2019-08-29,40087.53,39535.86,40354.16,39535.86,37.20K,1.40%
2019-08-28,39535.86,39577.24,40409.33,39123.04,45.76K,-0.10%
2019-08-27,39577.24,39568.96,40639.19,39577.24,209.33K,0.02%
2019-08-26,39568.96,39354.73,39994.66,39362.09,63.78K,0.54%
2019-08-23,39354.73,40547.25,40749.52,39354.73,41.90K,-2.94%
2019-08-22,40547.25,40455.3,40685.16,40242.91,71.81K,0.23%
2019-08-21,40455.3,39964.32,40592.3,39540.46,36.25K,1.23%
2019-08-20,39964.32,39628.73,40592.3,39270.15,63.01K,0.85%
2019-08-19,39628.73,39260.95,40238.32,39260.03,22.33K,0.94%
2019-08-16,39260.95,39706.88,40116.95,38984.2,42.65K,-1.12%
2019-08-14,39706.88,39275.66,40432.32,38631.14,76.84K,1.10%
2019-08-13,39275.66,39351.98,40179.47,39275.66,49.24K,-0.19%
2019-08-12,39351.98,39820.89,40037.88,38711.13,25.85K,-1.18%
2019-08-09,39820.89,39554.25,40251.19,39553.33,51.69K,0.67%
2019-08-08,39554.25,38984.2,40179.47,39076.14,49.80K,1.46%
2019-08-07,38984.2,39158.89,39517.48,38615.51,65.93K,-0.45%
2019-08-06,39158.89,39587.35,40252.11,39158.89,79.31K,-1.08%
2019-08-05,39587.35,40455.3,41374.74,39168.09,125.47K,-2.15%
2019-08-02,40455.3,40642.87,40979.38,40288.88,62.34K,-0.46%
2019-08-01,40642.87,40778.03,41337.96,40456.22,72.40K,-0.33%
2019-07-31,40778.03,41204.65,41616.55,40778.03,55.36K,-1.04%
2019-07-30,41204.65,41098.91,41373.82,41098.91,52.29K,-0.21%
2019-07-29,41291.07,41149.48,41803.2,40686.08,80.35K,0.34%
2019-07-26,41149.48,41803.2,41641.38,41149.48,33.61K,-1.56%
2019-07-25,41803.2,40731.13,41833.54,40731.13,37.25K,2.63%
2019-07-24,40731.13,40584.87,41374.74,39076.14,51.62K,0.36%
2019-07-23,40584.86,40981.89,41026,40467.52,16.33K,-0.97%
2019-07-22,40981.89,41113.35,41458.32,40937.77,63.69K,-0.32%
